Property Reference Number,BA Reference Number,Ratepayer,Full Property Address,Post Code,Latitude,Longitude,Occupied,Liability Start date,Empty From,Last Rateable Value for 2017,Analysis Code of Last 2017 Val,2017 NDR - Analysis code desc,Exemptions,Exemption Start date,Relief Types,Relief Total,Relief mandatory,Relief discretionary
N07609000161,N07609000161,,"Farrier And Horseshoe Cottage, Howe Hill Farm, Ingleby Greenhow, Middlesbrough, TS9 6RD",TS9 6RD,54.44079,-1.1042,Y,2013-09-12,,6900,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-3132.50,,
N07609000250,N07609000250,15th St Barnabas Scout Group,"2nd Normanby(St Geo)Scout Group, Ingleby Greenhow, Middlesbrough, TS9 6LP",TS9 6LP,54.44732,-1.08811,Y,2012-04-01,,910,LC3,Hall,#N/A,#N/A,,-284.56,,
N07609000265,N07609000265,,"Butchers Shop, Ingleby Greenhow, Middlesbrough, TS9 6LL",TS9 6LL,54.44996,-1.10398,N,1995-04-01,,2225,CS,Shop And Premises,LOW RV2900,2019-02-10,,#N/A,,
N07609000277,N07609000277,,"Copswain Barn, Clay Bank, Great Broughton, Middlesbrough, Cleveland, TS9 7HX",TS9 7HX,54.43100,-1.13060,Y,2018-01-01,,700,CW3,Stores,#N/A,#N/A,,-343.70,,
N07609000290,N07609000290,,"Workshop, East Long Close, Ingleby Greenhow, Middlesbrough, Cleveland, TS9 6LR",TS9 6LR,54.45306,-1.09364,Y,1995-04-01,,1375,CG1,Vehicle Repair Workshop,#N/A,#N/A,,-675.13,,
N07609000370,N07609000370,Ingleby Greenhow Village Hall,"Village Hall, Ingleby Greenhow, Middlesbrough, TS9 6LL",TS9 6LL,54.44996,-1.10398,Y,1995-04-01,,2900,LC3,Hall,#N/A,#N/A,,-1169.28,,
N07609007500,N07609007500,Ingleby Greenhow Cricket Club,"Cricket Field, Marsh Lane, Ingleby Greenhow, Middlesbrough, Cleveland, TS9 6LL",TS9 6LL,54.44996,-1.10398,Y,1995-04-01,,810,LS,Sports Grounds,#N/A,#N/A,,-347.00,,
N07609009000,N07609009000,North Yorkshire County Council,"Primary School, Ingleby Greenhow, Middlesbrough, TS9 6LL",TS9 6LL,54.44996,-1.10398,Y,1995-04-01,,6400,EL,Local Authority Schools,#N/A,#N/A,,#N/A,,
N07609009997,N07609009997,Northumbrian Water Ltd,"Marsh Lane, Ingleby Greenhow, Middlesbrough, TS9 6LX",TS9 6LX,54.44946,-1.10624,Y,1995-04-01,,10500,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N07709000800,N07709000800,,"The Old Chapel, Kepwick, Thirsk, North Yorkshire, YO7 2JW",YO7 2JW,54.31136,-1.28297,N,2011-01-06,,2550,IF3,Workshops,LOW RV2900,2017-04-01,,#N/A,,
N07709001450,N07709001450,Concept Hospitality Services Ltd,"Stay House, Kepwick, Thirsk, North Yorkshire, YO7 2JT",YO7 2JT,54.31470,-1.2756,Y,2010-01-01,,2000,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-982.00,,
N07709001705,N07709001705,Kepwick Estate Ltd,"Kepwick Mill, Kepwick, Thirsk, North Yorkshire, YO7 4BH",YO7 4BH,54.30832,-1.30726,Y,2011-12-01,,8800,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-4320.80,,
N07800100010,N07800100010,,"1, Elmfield Terrace, Kilburn, York, North Yorkshire, YO61 4AQ",YO61 4AQ,54.20900,-1.21498,Y,2015-10-31,,2400,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1097.99,,
N07809000550,N07809000550,,"Burnside, Kilburn, York, North Yorkshire, YO61 4AH",YO61 4AH,54.20941,-1.21365,Y,2015-06-01,,3750,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1841.25,,
N07809001150,N07809001150,,"Forresters Arms, Kilburn, York, North Yorkshire, YO61 4AH",YO61 4AH,54.20941,-1.21365,N,2009-02-14,,27900,CL,Public House,EMPTY,2019-05-21,,-623.81,,
N07809001200,N07809001200,Yorkshire Gliding Club (Prop) Ltd,"Gliding Club, Sutton Bank, Thirsk, North Yorkshire, YO7 2EX",YO7 2EX,54.23728,-1.21442,Y,1995-04-01,,35750,MX,Other Miscellaneous,#N/A,#N/A,,-14414.40,,
N07809001350,N07809001350,Another Level Holdings Ltd,"Hambleton Hotel, Sutton Bank, Thirsk, North Yorkshire, YO7 2HA",YO7 2HA,54.24032,-1.19863,Y,2018-01-02,,7500,CL,Public House,#N/A,#N/A,,-3682.50,,
N07809001551,N07809001551,Robert Thompson Craftsmen Ltd,"High Kilburn Grange, Kilburn Road, Coxwold, York, North Yorkshire, YO61 4AF",YO61 4AF,54.20023,-1.20688,Y,2010-04-01,,18750,CW3,Stores,#N/A,#N/A,,#N/A,,
N07809002050,N07809002050,Thompson Craftsmen Ltd,"., Low Kilburn, York, North Yorkshire, YO61 4AG",YO61 4AG,54.20873,-1.21436,Y,1995-04-01,,23000,IF3,Workshops,#N/A,#N/A,,#N/A,,
N07809002251,N07809002251,,"White Horse Cottage, High Kilburn, York, North Yorkshire, YO61 4AJ",YO61 4AJ,54.20964,-1.20798,Y,1998-04-10,,5200,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-2034.51,,
N07809002500,N07809002500,,"Old School, Kilburn, York, North Yorkshire, YO61 4AG",YO61 4AG,54.20873,-1.21436,N,2018-06-01,,2850,CW3,Stores,LOW RV2900,2018-06-01,,#N/A,,
N07809002511,N07809002511,Robert Thompson Craftsmen Ltd,"Visitors Centre, Kilburn, York, North Yorkshire, YO61 4AH",YO61 4AH,54.20941,-1.21365,Y,2004-04-01,,9200,EM1,Museums,#N/A,#N/A,,#N/A,,
N07809003650,N07809003650,,"The Butchers Shop, Kilburn, York, North Yorkshire, YO61 4AL",YO61 4AL,54.21813,-1.21620,Y,1995-04-01,,15750,MX,Other Miscellaneous,#N/A,#N/A,,-2603.01,,
N07809003950,N07809003950,,"The Old Shop, Kilburn, York, North Yorkshire, YO61 4AH",YO61 4AH,54.20941,-1.21365,N,2007-11-29,,1725,CS,Shop And Premises,LOW RV2900,2018-01-31,,#N/A,,
N07809004300,N07809004300,Kilburn Village Hall Committee,"Village Hall, Kilburn, York, North Yorkshire, YO61 4AH",YO61 4AH,54.20941,-1.21365,Y,1995-04-01,,1700,LC3,Hall,#N/A,#N/A,,-797.15,,
N07809009970,N07809009970,Yorkshire Water Services Ltd,"., Kilburn, York, North Yorkshire, YO61 4AG",YO61 4AG,54.20873,-1.21436,Y,1995-04-01,,7000,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N07909002500,N07909002500,26th Middlesbrough Scout Group,"Crag Bank Wood, Kildale, Whitby, North Yorkshire, YO21 2RG",YO21 2RG,54.47589,-1.06476,Y,1995-04-01,,1700,LC3,Hall,#N/A,#N/A,,-637.72,,
N07909002850,N07909002850,,"Glebe Cottage, Kildale, Whitby, North Yorkshire, YO21 2RH",YO21 2RH,54.47720,-1.06610,Y,2018-07-12,,2600,CR1,Cafes,#N/A,#N/A,,-1276.60,,
N07909003090,N07909003090,North York Moors National Park Authority,"Kildale Station, Kildale, Whitby, North Yorkshire, YO21 2RH",YO21 2RH,54.47720,-1.06610,Y,1997-04-01,,2025,MX,Other Miscellaneous,#N/A,#N/A,,#N/A,,
N07909003510,N07909003510,,"Camping Barn, Kildale, Whitby, North Yorkshire, YO21 2RN",YO21 2RN,54.46802,-1.07215,Y,1995-04-01,,840,MR,"Residential Homes,Hostels Etc",#N/A,#N/A,,-412.44,,
N07909004001,N07909004001,Kildale Estate Ltd,"Warren Farm, Little Kildale, Kildale, Whitby, North Yorkshire, YO21 2RG",YO21 2RG,54.47589,-1.06476,Y,2012-04-01,,6700,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-2583.50,,
N07909004250,N07909004250,Kildale Village Hall Committee,"Village Hall, Kildale, Whitby, North Yorkshire, YO21 2RG",YO21 2RG,54.47589,-1.06476,Y,1995-04-01,,3500,LC3,Hall,#N/A,#N/A,,-1627.90,,
N07909004350,N07909004350,Kildale Sports Club,"., Castleton Road, Kildale, Whitby, North Yorkshire, YO21 2RG",YO21 2RG,54.47589,-1.06476,Y,1995-04-01,,2250,LS,Sports Grounds,#N/A,#N/A,,-1104.75,,
N07909603050,N07909603050,Northumbrian Water Ltd,"Sewage Disposal Works No 3, Kildale, Whitby, North Yorkshire, YO21 2RQ",YO21 2RQ,54.47711,-1.05991,Y,1995-04-01,,530,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N07909603100,N07909603100,Northumbrian Water Ltd,"Sewage Disposal Work, Woodend Cottage, Little Kildale, Whitby, North Yorkshire, YO21 2RX",YO21 2RX,54.47458,-1.05224,Y,1995-04-01,,880,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N07909603150,N07909603150,Northumbrian Water Ltd,"Sewage Disposal Works No 1, Kildale, Whitby, North Yorkshire, YO21 2RQ",YO21 2RQ,54.47711,-1.05991,Y,1995-04-01,,690,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N08109000010,N08109000010,University Of Maryland,"Apple Loft, Kiplin Hall, Scorton, Richmond, North Yorkshire, DL10 6AT",DL10 6AT,54.37251,-1.57950,Y,2009-06-18,,10750,EX,"Other Educational,Training & Cultural",#N/A,#N/A,,-23.75,,
N08109000602,N08109000602,Kiplin Hall Trustees,"Kiplin Hall, Scorton, Richmond, North Yorkshire, DL10 6AT",DL10 6AT,54.37251,-1.57950,Y,1995-04-01,,5500,LX,Other Leisure,#N/A,#N/A,,-573.90,,
N08109001000,N08109001000,,"The Bungalow Stanhow, Great Langton, Northallerton, North Yorkshire, DL7 0TJ",DL7 0TJ,54.37798,-1.54656,Y,1995-04-01,,3350,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1644.85,,
N08109001050,N08109001050,Kiplin Park Ltd,"Kiplin Eco Lodge Park, Kiplin, Richmond, North Yorkshire, DL10 6AW",DL10 6AW,54.37528,-1.57817,Y,2013-05-01,,16300,CC1,Caravan Site,#N/A,#N/A,,0.00,,
N08209009970,N08209009970,Yorkshire Water Services Ltd,"Sewage Disposal Works, Kirby Knowle, Thirsk, North Yorkshire, YO7 2JQ",YO7 2JQ,54.27951,-1.28059,Y,1995-04-01,,445,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N08309000150,N08309000150,,"Certificated Location Ardmore Farm, Bullamoor Road, Northallerton, North Yorkshire, DL6 3QR",DL6 3QR,54.33988,-1.37419,Y,1997-04-01,,575,CC,Camping Site,#N/A,#N/A,,-145.32,,
N08309000605,N08309000605,,"Holly Farm, Kirby Sigston, Northallerton, North Yorkshire, DL6 3TB",DL6 3TB,54.33949,-1.32904,Y,2010-04-01,,10000,IF3,Workshops,#N/A,#N/A,,-4910.00,,
N08309001100,N08309001100,Carlite Services Ltd,"Office Oaktree Farm, Bullamoor Road, Northallerton, North Yorkshire, DL6 3RA",DL6 3RA,54.34443,-1.38271,Y,2017-07-01,,750,CW3,Stores,#N/A,#N/A,,#N/A,,
N08309001101,N08309001101,Binks Nurseries Ltd,"Unit 1 Oaktree Farm, Bullamoor Road, Northallerton, North Yorkshire, DL6 1RA",DL6 1RA,,,Y,2017-07-01,,6200,CW3,Stores,#N/A,#N/A,,-3044.20,,
N08309001102,N08309001102,Carlite Services Ltd,"Unit 2 Oaktree Farm, Bullamoor Road, Northallerton, North Yorkshire, DL6 3RA",DL6 3RA,54.34443,-1.38271,Y,2017-07-01,,9200,CW3,Stores,#N/A,#N/A,,-4517.20,,
N08309001105,N08309001105,Binks Woodland Services Ltd,"Unit 5 Oaktree Farm, Bullamoor Road, Northallerton, North Yorkshire, DL6 3RA",DL6 3RA,54.34443,-1.38271,Y,2017-08-21,,8000,CW3,Stores,#N/A,#N/A,,-3928.00,,
N08309001106,N08309001106,Binks Landscapes Ltd,"Units 3 & 4 Oaktree Farm, Bullamoor Road, Northallerton, North Yorkshire, DL6 3RA",DL6 3RA,54.34443,-1.38271,Y,2018-02-08,,7400,CW3,Stores,#N/A,#N/A,,-3633.40,,
N08309001150,N08309001150,Mobile Broadband Network Ltd,"T Mobile Telecommunication Mast Site Ref 95473, Kirby Sigston, Northallerton, North Yorkshire, DL6 3TB",DL6 3TB,54.33949,-1.32904,Y,2009-10-28,,6200,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N08309001450,N08309001450,Kirby Sigston Village Hall Com,"Village Hall, Kirby Sigston, Northallerton, North Yorkshire, DL6 3TE",DL6 3TE,54.34685,-1.34634,Y,1995-04-01,,1475,LC3,Hall,#N/A,#N/A,,-647.13,,
N08400700100,N08400700100,Acorn Design & Development Ltd,"Austin Seven Service,Post Office Lane, Kirby Wiske, Thirsk, North Yorkshire, YO7 4EP",YO7 4EP,54.25723,-1.42484,N,2017-09-26,,0,CW3,Stores,LOW RV2900,2017-10-12,,#N/A,,
N08409000710,N08409000710,,"Court House, Maunby, Thirsk, North Yorkshire, YO7 4HA",YO7 4HA,54.26980,-1.45085,Y,2018-04-08,,5400,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-2651.40,,
N08409000940,N08409000940,The H W Mawer Trust,"Sion Hill Hall, Kirby Wiske, Thirsk, North Yorkshire, YO7 4EU",YO7 4EU,54.25281,-1.43511,Y,1995-04-01,,2000,LX,Other Leisure,#N/A,#N/A,,-806.40,,
N08409000944,N08409000944,Thirsk Birds Of Prey Centre Ltd,"Birds Of Prey & Conservation Centre, Sion Hill, Kirby Wiske, Thirsk, North Yorkshire, YO7 4EU",YO7 4EU,54.25281,-1.43511,Y,2012-09-01,,7500,LX,Other Leisure,#N/A,#N/A,,-3682.50,,
N08409000945,N08409000945,,"Stores Part G F, Sion Hill Hall, Kirby Wiske, Thirsk, North Yorkshire, YO7 4EU",YO7 4EU,54.25281,-1.43511,Y,2004-12-01,,5200,CW3,Stores,#N/A,#N/A,,-2553.20,,
N08409000946,N08409000946,,"Part Ff, Sion Hill Hall, Kirby Wiske, Thirsk, North Yorkshire, YO7 4EU",YO7 4EU,54.25281,-1.43511,Y,2004-12-01,,3500,CW3,Stores,#N/A,#N/A,,-1718.50,,
N08409000947,N08409000947,The H W Mawer Trust,"Part Ff (Vacant), Sion Hill Hall, Kirby Wiske, Thirsk, North Yorkshire, YO7 4EU",YO7 4EU,54.25281,-1.43511,N,2004-12-01,,550,CW3,Stores,LOW RV2900,2017-04-01,,#N/A,,
N08409000948,N08409000948,The H W Mawer Trust,"Part G F, Sion Hill Hall, Kirby Wiske, Thirsk, North Yorkshire, YO7 4EU",YO7 4EU,54.25281,-1.43511,N,2004-12-01,,1400,CW3,Stores,LOW RV2900,2017-04-01,,#N/A,,
N08409000949,N08409000949,,"The Old Coach House, Sion Hill Hall, Kirby Wiske, Thirsk, North Yorkshire, YO7 4EU",YO7 4EU,54.25281,-1.43511,Y,2016-03-01,,1500,CW3,Stores,#N/A,#N/A,,-736.50,,
N08409001300,N08409001300,Kirby Wiske Village Hall Cmmtte,"Hall, Kirby Wiske, Thirsk, North Yorkshire, YO7 4ER",YO7 4ER,54.25856,-1.42423,Y,1995-04-01,,2125,LC3,Hall,#N/A,#N/A,,-980.29,,
N08500102050,N08500102050,,"Black Swan Inn, Hill Road, Kirkby In Cleveland, Middlesbrough, Cleveland, TS9 7AW",TS9 7AW,54.44572,-1.17220,Y,1997-12-18,,11000,CL,Public House,#N/A,#N/A,,-5328.47,,
N08500102200,N08500102200,,"Dromonby Bridge, Busby Lane, Kirkby In Cleveland, Middlesbrough, Cleveland, TS9 7AP",TS9 7AP,54.44535,-1.18151,Y,2011-04-01,,2750,CH2,Boarding House,#N/A,#N/A,,-1130.28,,
N08500102410,N08500102410,,"Peartree ,Tractor Shed & Granary Cottage, Dromanby Grange Farm, Stokesley, Middlesbrough, TS9 5LD",TS9 5LD,54.45998,-1.19806,Y,2008-04-01,,12750,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-4607.63,,
N08500102600,N08500102600,,"Dromonby Hall Farm, Kirkby In Cleveland, Middlesbrough, Cleveland, TS9 7AP",TS9 7AP,54.44535,-1.18151,Y,1995-04-01,,1650,CH2,Boarding House,#N/A,#N/A,,#N/A,,
N08500102660,N08500102660,,"No 2 Holiday Cottage, Dromonby House, Busby Lane, Kirkby, Middlesbrough, Cleveland, TS9 7AP",TS9 7AP,54.44535,-1.18151,Y,1997-08-01,,2850,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1399.35,,
N08500504051,N08500504051,St Augustines Church Hall,"Church Hall, Kirkby In Cleveland, Middlesbrough, Cleveland, TS9 7AQ",TS9 7AQ,54.44699,-1.17211,Y,1999-08-11,,6900,LC3,Hall,#N/A,#N/A,,-3477.60,,
N08500504100,N08500504100,,"The Meadows, Kirkby Lane, Kirkby In Cleveland, Middlesbrough, Cleveland, TS9 7AQ",TS9 7AQ,54.44699,-1.17211,Y,1998-04-01,,13250,LX,Other Leisure,#N/A,#N/A,,-3240.14,,
N08500550000,N08500550000,Stokesley Hardware Co Ltd,"Stores R/O Rosedale Court, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2008-10-20,,1650,IX,Other Industrial,#N/A,#N/A,,#N/A,,
N08500550005,N08500550005,N Y Construction Ltd,"Stores R/O Rosedale Court, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2008-10-20,,330,IX,Other Industrial,#N/A,#N/A,,#N/A,,
N08500550011,N08500550011,U D Kitchens & Bedrooms Ltd,"Office, 1, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 7GB",TS9 7GB,,,Y,2011-09-01,,2850,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1399.35,,
N08500550013,N08500550013,Stokesley Hardware Co Ltd,"Units 2-3, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2011-09-01,,27750,CW3,Stores,#N/A,#N/A,,#N/A,,
N08500550014,N08500550014,Forbes Motor Co Ltd,"Cars Bought For Cash, 1, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2012-10-01,,2000,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-982.00,,
N08500550017,N08500550017,,"K Eccles, 1, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2012-11-18,,740,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-363.34,,
N08500550041,N08500550041,Walltransform Ltd,"Unit 4, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2011-08-12,,7700,CW3,Stores,#N/A,#N/A,,-3780.70,,
N08500550050,N08500550050,,"Unit 5, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2018-05-01,,1800,CW3,Stores,#N/A,#N/A,,-883.80,,
N08500550060,N08500550060,Stokesley Hardware Co Ltd,"Unit 6, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 5GB",TS9 5GB,54.46103,-1.18016,N,2018-10-18,,2325,CW3,Stores,LOW RV2900,2019-04-18,,#N/A,,
N08500550070,N08500550070,Advantage Biogas Ltd,"Unit 7, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2017-03-01,,1175,CW3,Stores,#N/A,#N/A,,#N/A,,
N08500550075,N08500550075,Stokesley Hardware Co Ltd,"Unit 7a, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2002-02-01,,1500,CW3,Stores,#N/A,#N/A,,#N/A,,
N08500550080,N08500550080,,"Unit 8, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2011-10-13,,1175,CW3,Stores,#N/A,#N/A,,-576.93,,
N08500550090,N08500550090,Agri Plus Ltd,"Unit 9, Rosedale Court, Station Road, Stokesley, Middlesbrough, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2012-10-01,,11250,CG1,Vehicle Repair Workshop,#N/A,#N/A,,-5523.75,,
N08500550101,N08500550101,,"Unit 10 Rosedale Court, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2012-11-01,,9200,CW3,Stores,#N/A,#N/A,,-4517.20,,
N08500550111,N08500550111,Dallas Keith Limited,"Units 11/12 Rosedale Court, Station Road, Stokesley, Middlesbrough, Cleveland, TS9 5GB",TS9 5GB,54.46103,-1.18016,Y,2008-08-01,,21750,IF,Factories,#N/A,#N/A,,#N/A,,
N08500590001,N08500590001,Hambleton District Council,"Springboard Business Centre, 24, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2005-02-14,,11250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500590013,N08500590013,Phil Johnson Financial Services Ltd,"Suite 1 Springboard , Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2014-11-10,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590014,N08500590014,Horner Technology Ltd,"Suite 2 Springboard, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2018-12-03,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590015,N08500590015,,"Suite 3 Springboard, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2014-11-10,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590051,N08500590051,Immuquest Ltd,"Suite 5, Springboard Business Centre, 24 Ellerbeck Way, Stokesley Business Park, Stokesley, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2013-09-01,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590061,N08500590061,Money Savings Direct Claim Management Llp,"Suite  6, Springboard Business Centre, 24 Ellerbeck Way, Stokesley Business Park, Stokesley, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2012-06-01,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590078,N08500590078,Hambleton District Council,"Suite  7, Springboard Business Centre, 24 Ellerbeck Way, Stokesley Business Park, Stokesley, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,N,2018-07-29,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N08500590091,N08500590091,,"Suite 9, Springboard Business Centre, 24 Ellerbeck Way, Stokesley Business Park, Stokesley, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2013-10-23,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590112,N08500590112,Direct Financial Solutions Llp,"Unit 10 Springboard, 24, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2016-01-01,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590137,N08500590137,Efstas Ltd,"Suite 13 Springboard, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2014-03-01,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590143,N08500590143,Fulcran Ltd,"Suite 14 Springboard , Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ ",TS9 5JZ,54.46305,-1.17691,Y,2014-03-01,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590152,N08500590152,Cardiobase Ltd,"15 Springboard, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2018-02-26,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590161,N08500590161,British Roto Therm Ltd,"16 Springboard, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2017-03-01,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-8.25,,
N08500590170,N08500590170,Accessibility Bathrooms Ltd,"Suite 17,  , Springboard Business Centre, 24 Ellerbeck Way, Stokesley Business Park, Stokesley, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2019-02-15,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590180,N08500590180,Geffen Ltd,"Suite 18,  , Springboard Business Centre, 24 Ellerbeck Way, Stokesley Business Park, Stokesley, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2015-09-01,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590184,N08500590184,Property Valuation Services Ltd,"Suite 8,  , Springboard Business Centre, 24 Ellerbeck Way, Stokesley Business Park, Stokesley, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2016-01-07,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590190,N08500590190,Andrew Brook Solicitors,"Suite 19,  , Springboard Business Centre, 24 Ellerbeck Way, Stokesley Business Park, Stokesley, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2012-02-01,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590200,N08500590200,North East Mortgage Centre Ltd,"Suite 20, Springboard Business Centre, 24 Ellerbeck Way, Stokesley Business Park, Stokesley, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2011-10-29,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500590400,N08500590400,,"Suite 4,  , Springboard Business Centre, 24 Ellerbeck Way, Stokesley Business Park, Stokesley, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2019-01-01,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500591012,N08500591012,Prosalus Ltd,"Suite 12 Springboard, Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JZ",TS9 5JZ,54.46305,-1.17691,Y,2018-04-29,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500591111,N08500591111,Hallcrown Ltd,"Suite 11 Springboard,  , Ellerbeck Way, Stokesley Business Park, Stokesley, Middlesbrough, TS9 5JY",TS9 5JY,54.46374,-1.17821,Y,2018-10-05,,3500,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-1718.50,,
N08500601000,N08500601000,Hansell Composites,"Unit 33, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,1995-04-01,,9400,IF3,Workshops,#N/A,#N/A,,-4615.40,,
N08500601100,N08500601100,,"Unit 34, Terry Dicken Ind Estate, Stokesley, Middlesbrough, Cleveland, TS9 7AB",TS9 7AB,54.46029,-1.18062,Y,2002-09-01,,8700,CW,Warehouses,#N/A,#N/A,,-4271.70,,
