Property reference number,BA reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Empty from,Rateable value,VOA code,VOA description,Exemptions,Exemption start date,Relief types,Relief total,Relief mandatory,Relief discretionary
170753250583,,Mobile Broadband Network Limited,"Telecommunication Mast Ref, Yo 0033, Scarborough Cricket Ground, North Marine Road, Scarborough, North Yorkshire, YO12 7EY",YO12 7EY,54.28685,-0.40115,Y,2009-03-31,,4250,MT1,Transmitting Station,,,,,,
116065250500,,Mobile Broadband Network Limited,"Telecommunication Mast, At Mount Pleasant, 65587, Sawdon Lane, Brompton-By-Sawdon, Scarborough, North Yorkshire, YO13 9DU",YO13 9DU,54.2458,-0.55286,Y,2009-04-23,,8000,MT1,Transmitting Station,,,,,,
135425900755,,The Art Cafe (Flowergate) Ltd,"42a, Flowergate, Whitby, North Yorkshire, YO21 3BB",YO21 3BB,54.48679,-0.61542,Y,2009-07-01,,11500,CR,Restaurants,,,Small Business Relief England,,,
103056970504,,Dpt Solutions Ltd,"25, Perran Court, Moor Road, Filey, North Yorkshire, YO14 9GJ",YO14 9GJ,54.18002,-0.28182,Y,2009-05-29,,3800,CH1,Apartment House,,,,,,
103088110508,,Dpt Solutions Ltd,"11, Woodspring Way, Moor Road, Filey, North Yorkshire, YO14 9GB",YO14 9GB,54.179,-0.28533,Y,2009-05-29,,3050,CH1,Apartment House,,,,,,
103075870547,,Like Investments Ltd,"47, Sunrise Drive, Moor Road, Filey, North Yorkshire, YO14 9GE",YO14 9GE,54.17953,-0.28148,Y,2009-06-11,,4050,CH1,Apartment House,,,,,,
109039620522,,Firmac Ltd,"Firmac At Elge House, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YS",YO11 3YS,54.23407,-0.41721,Y,2009-05-23,,150000,IF,Factories,,,,,,
170283850565,,Mountain Warehouse Ltd,"14 - 15, Westborough, Scarborough, North Yorkshire, YO11 1UN",YO11 1UN,54.28061,-0.40418,Y,2009-07-06,,105000,CS,Shops,,,,,,
170112750597,,Tikka Tikka (Uk) Ltd,"61-65, Castle Road, Scarborough, North Yorkshire, YO11 1BH",YO11 1BH,54.28503,-0.40189,Y,2009-08-03,,16000,CR,Restaurants,,,Retail Discount,,,
171467650560,,Decide Bloom Limited,"Polar Ford, Seamer Road, Scarborough, North Yorkshire, YO12 4DH",YO12 4DH,54.26065,-0.4157,Y,2009-08-01,,119000,CG3,"Petrol Filling Station, Showroom & Prems",,,,,,
135170650503,,J D Roach Builders Ltd,"Former Council Vehicle Maintenace Depot, Spital Bridge, Whitby, North Yorkshire, YO22 4EF",YO22 4EF,54.47989,-0.61113,Y,2008-11-01,,7600,IF3,Workshop,,,Small Business Relief England,,,
170547350515,,Edmundson Electrical Ltd,"Edmundson Electrical, Melrose Street, Scarborough, North Yorkshire, YO12 7SH",YO12 7SH,54.28441,-0.40861,Y,2009-07-07,,20500,CW,Warehouses,,,,,,
108011800505,,Mobile Broadband Network Ltd,"Telecommunications Mast At Carr House Farm, Carr House Lane, Cayton, Scarborough, North Yorkshire, YO11 3SS",YO11 3SS,54.23466,-0.39061,Y,2009-07-31,,7100,MT1,Transmitting Station,,,,,,
151186830505,,Whitby Crab Company Ltd,"Unit 2, Whitegate Close, Staithes, Saltburn, Cleveland, TS13 5BB", TS13 5BB,,,Y,2009-08-29,,5100,IF3,Workshop,,,Small Business Relief England,,,
170003250540,,Pavilion Consultancy Ltd,"Unit 10, Scarborough Business Centre, Auborough Street, Scarborough, North Yorkshire, YO11 1HT",YO11 1HT,54.28567,-0.39798,Y,2009-07-30,,1700,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
170003250538,,Hbm United Kingdom Ltd,"Unit 8, Scarborough Business Centre, Auborough Street, Scarborough, North Yorkshire, YO11 1HT",YO11 1HT,54.28567,-0.39798,Y,2009-07-30,,1475,CO,Office (Excluding Central & Local Gov'T),,,,,,
135446250520,,Whitby Gift Shop Ltd,"7, Marine Parade, Whitby, North Yorkshire, YO21 3PR",YO21 3PR,54.48789,-0.61455,Y,2009-10-01,,19750,CS,Shops,,,Revaluation 2017 Discretionary Year 3,,,
170153350568,,Mirror Mirror... Ltd,"68, North Street, Scarborough, North Yorkshire, YO11 1DE",YO11 1DE,54.28454,-0.40251,Y,2009-10-01,,5200,CS,Shops,,,Small Business Relief England,,,
170777220540,,Wilson Retail Ltd,"Unit 1, The Corner, Peasholm Gap, Scarborough, North Yorkshire, YO12 7TP",YO12 7TP,54.29306,-0.40767,Y,2009-04-10,,55000,CS,Shops,,,Revaluation 2017 Discretionary Year 3,,,
170777220545,,Blue Crush Ltd,"Unit 3, The Corner, Peasholm Gap, Scarborough, North Yorkshire, YO12 7TP",YO12 7TP,54.29306,-0.40767,Y,2009-07-10,,41000,CR,Restaurants,,,Revaluation 2017 Discretionary Year 3,,,
170283850682,,Next Retail Ltd,"Next, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,2009-09-25,,232000,CS,Shops,,,,,,
170283850880,,Gk (Steel Services) Ltd,"Office No 8 2nd Floor Over, 77, Westborough, Scarborough, North Yorkshire, YO11 1TP",YO11 1TP,54.27964,-0.40694,Y,2009-11-01,,1850,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
170283851250,,Next Retail Ltd,"Basement Store 14, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,2009-09-24,,840,CW3,Store,,,,,,
135404950706,,Heron Frozen Foods Ltd,"52-53, Baxtergate, Whitby, North Yorkshire, YO21 1BL",YO21 1BL,54.48596,-0.61525,Y,2009-06-15,,55500,CS,Shops,,,,,,
170781750540,,Jamb Restaurant Ltd,"33, Victoria Park Avenue, Scarborough, North Yorkshire, YO12 7TR",YO12 7TR,54.28947,-0.40664,Y,2009-08-01,,11500,CR1,Cafe,,,Small Business Relief England,,,
103073700711,,Mobile Broadband Network Limited,"T-Mobile No, 65582, The Brigg, Station Avenue, Filey, North Yorkshire, YO14 9AQ",YO14 9AQ,54.21038,-0.29368,Y,2009-09-30,,12250,MT1,Transmitting Station,,,,,,
171267600509,,Mobile Broadband Network Limited,"Hutchison 3g Site No.Yo 0035 At, Former Methodist Chapel, Seamer Road, Scarborough, North Yorkshire, YO12 4EF",YO12 4EF,54.27198,-0.4159,Y,2009-10-31,,12250,MT1,Transmitting Station,,,,,,
170281170523,,Mobile Broadband Network Limited,"Hutchison 3g, (Site No. Yo 0034), Pavilion House, Valley Bridge Road, Scarborough, North Yorkshire, YO11 2NU",YO11 2NU,54.28044,-0.40316,Y,2009-11-30,,12250,MT1,Transmitting Station,,,,,,
109039620521,,Senior Glass Systems Ltd,"Lakeside House 2, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YS",YO11 3YS,54.23407,-0.41721,Y,2009-10-28,,110000,IF,Factories,,,,,,
109020770623,,Meridian Motor Group Ltd,"Vantage Toyota, Dunslow Road, Eastfield, Scarborough, North Yorkshire, YO11 3UT",YO11 3UT,54.23805,-0.41434,Y,2009-12-30,,108000,CG3,"Petrol Filling Station, Showroom & Prems",,,Revaluation 2017 Discretionary Year 3,,,
170026150710,,Summit Leisure (Deansgate) Ltd,"37, Foreshore Road, Scarborough, North Yorkshire, YO11 1PB",YO11 1PB,54.28345,-0.39435,Y,2010-01-04,,86000,LT1,Amusement Arcade,,,Revaluation 2017 Discretionary Year 3,,,
170716700525,,Haz Scarborough Ltd,"89, Columbus Ravine, Scarborough, North Yorkshire, YO12 7QU",YO12 7QU,54.28662,-0.40908,Y,2010-01-15,,5300,CR1,Cafe,,,Small Business Relief England,,,
103078650509,,Essential Vivendi Ltd,"South Lodge, 1, The Parade, Moor Road, Filey, North Yorkshire, YO14 9GA",YO14 9GA,54.17909,-0.28782,N,2009-06-22,,14250,CO,Office (Excluding Central & Local Gov'T),,,Empty Property Rate Non-Industrial,,,
170137850725,,Pagan & Mcquade (Hartlepool) Ltd,"42, Huntriss Row, Scarborough, North Yorkshire, YO11 2EF",YO11 2EF,54.28149,-0.4,Y,2010-02-05,,8200,CS,Shops,,,Retail Discount,,,
135451400560,,Eat Fresh Investments Ltd,"Unit 3a At, 7, New Quay Road, Whitby, North Yorkshire, YO21 1DH",YO21 1DH,54.48585,-0.61425,Y,2010-02-02,,23000,CS,Shops,,,Revaluation 2017 Discretionary Year 3,,,
104025750588,,R Nightingale Ltd,"Unit 14 At, Southfield Farm, Main Street, Flixton, Scarborough, North Yorkshire, YO11 3UD",YO11 3UD,54.20057,-0.42062,Y,2009-08-01,,2275,CW3,Store,,,,,,
135404950730,,Sportswift Ltd T/A Card Factory,"55, Baxtergate, Whitby, North Yorkshire, YO21 1BL",YO21 1BL,54.48596,-0.61525,Y,2010-02-12,,25250,CS2,Betting Shop,,,,,,
171404650598,,Cfse (Scarborough) Ltd,"Cfse (Scarborough) Ltd, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,2010-01-01,,13750,IF3,Workshop,,,Small Business Relief England,,,
103078650510,,Essential Vivendi Ltd,"North Lodge, 2, The Parade, Moor Road, Filey, North Yorkshire, YO14 9GA",YO14 9GA,54.17909,-0.28782,Y,2009-06-22,,13750,CO,Office (Excluding Central & Local Gov'T),,,,,,
170283850610,,Poundland Stores Ltd,"23-26, Westborough, Scarborough, North Yorkshire, YO11 1UN",YO11 1UN,54.28061,-0.40418,Y,2010-02-25,,337500,CS,Shops,,,,,,
135079050564,,Vienco Ltd,"Unit F12, St Hildas Business Centre, The Ropery, Whitby, North Yorkshire, YO22 4EU",YO22 4EU,54.48265,-0.6078,N,2010-03-15,,1925,CO,Office (Excluding Central & Local Gov'T),LISTED,15/03/2010,,,,
129068160507,,J Slips & Sons Ltd,"Hilda Cottage, Shell Hill, Robin Hoods Bay, Whitby, North Yorkshire, YO22 4SS",YO22 4SS,54.43098,-0.5331,Y,2010-01-01,,3800,CH1,Apartment House,,,,,,
102009000575,,Pickering Electrical Ltd,"Unit 2 At, 7, Bridlington Road, Hunmanby, Filey, North Yorkshire, YO14 0LR",YO14 0LR,54.17385,-0.31369,Y,2010-04-01,,2000,CW3,Store,,,Small Business Relief England,,,
109060750507,,Mobile Broadband Network Limited,"Telecommuniation Mast, Site Ref, 65585, Ratten Row, Seamer, Scarborough, North Yorkshire, YO12 4QB",YO12 4QB,54.23315,-0.44549,Y,2010-03-20,,6800,MT1,Transmitting Station,,,,,,
135079050785,,Vienco Ltd,"Unit G6, St Hildas Business Centre, The Ropery, Whitby, North Yorkshire, YO22 4EU",YO22 4EU,54.48265,-0.6078,Y,2010-03-01,,2650,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
171959800533,,Mobile Broadband Network Limited,"T Mobile Site No 65819 At, Queen Margarets Nursing Home, 19, Filey Road, Scarborough, North Yorkshire, YO11 2SE",YO11 2SE,54.27157,-0.40301,Y,2010-02-24,,12250,MT1,Transmitting Station,,,,,,
137020650503,,K & D Building (Whitby) Ltd,"K & D Building (Whitby) Ltd, Selly Hill, Guisborough Road, Whitby, North Yorkshire, YO21 1SG",YO21 1SG,54.47707,-0.66554,Y,2010-04-01,,7100,CW3,Store,,,Small Business Relief England,,,
171535150502,,Coral Racing Ltd,"2a, High Street, Scarborough, North Yorkshire, YO11 3LJ",YO11 3LJ,54.23841,-0.3976,Y,2010-03-12,,16750,CS,Shops,,,,,,
171959800542,,Mobile Broadband Network Limited,"National Grid Wireless Site Id, 261563 At Transco, Mountside Park, Queen Margarets Road, Scarborough, North Yorkshire, YO11 2RH",YO11 2RH,54.26389,-0.41333,Y,2010-03-03,,7100,MT1,Transmitting Station,,,,,,
103050700506,,Bell Elliot Leisure Ltd,"Muston Grange Caravan Site, Muston Grange, Muston Road, Filey, North Yorkshire, YO14 0EX",YO14 0EX,54.20044,-0.31986,Y,2009-10-26,,46250,CC,Camping Site,,,Revaluation 2017 Discretionary Year 3,,,
170328000600,,Sls Yorkshire Ltd,"40-48, Gladstone Lane, Scarborough, North Yorkshire, YO12 7BP",YO12 7BP,54.28151,-0.41172,Y,2010-05-01,,14250,CW,Warehouses,,,Retail Discount,,,
170752870705,,Coolspirit Holdings Ltd,"205, Kepwick House, Peasholm Gap, Scarborough, North Yorkshire, YO12 7TN",YO12 7TN,54.29312,-0.4076,Y,2010-03-31,,5000,CH1,Apartment House,,,Supporting Small Business Relief (SSB),,,
135161980510,,Yorkist (Uk) Ltd,"10, Riverside View, Larpool Lane, Whitby, North Yorkshire, YO22 4NZ",YO22 4NZ,54.47316,-0.61932,Y,2010-03-01,,5000,CH1,Apartment House,,,,,,
109118250545,,Scarborough Lodges Ltd,"Saxon Park, Crossgates, Scarborough, North Yorkshire, YO12 4ND",YO12 4ND,54.24224,-0.42867,Y,2010-06-01,,6800,CC1,Caravan Site,,,Small Business Relief England,,,
139121450504,,Woodlands Cafe And Deli Ltd,"Bridge Cottage Cafe & Tearooms, East Row, Sandsend, Whitby, North Yorkshire, YO21 3SU",YO21 3SU,54.5005,-0.66921,Y,2010-05-01,,6700,CR1,Cafe,,,Small Business Relief England,,,
135015150771,,Cw Sellors (Gold & Silversmiths) Ltd,"112 - 113, Church Street, Whitby, North Yorkshire, YO22 4DE",YO22 4DE,54.48853,-0.61201,Y,2010-02-15,,28500,CS,Shops,,,Revaluation 2017 Discretionary Year 3,,,
115089550581,,C-Ways Ltd,"Unit 3, Lora Courtyard, Main Road, Wykeham, Scarborough, North Yorkshire, YO13 9QP",YO13 9QP,54.23476,-0.52189,Y,2008-08-01,,13250,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
170283851055,,Pagan & Mcquade (Scarborough) Ltd,"108a, Westborough, Scarborough, North Yorkshire, YO11 1LD",YO11 1LD,54.28155,-0.40275,N,2010-06-19,,10750,CS3,Hairdressing Salon,,,Empty Property Rate Non-Industrial,,,
171823400526,,Latino Heat (Scarborough) Ltd,"Fiesta Mehicana, Villa Esplanade, Esplanade, Scarborough, North Yorkshire, YO11 2AQ",YO11 2AQ,54.27506,-0.39893,Y,2010-07-01,,19750,CR,Restaurants,,,Retail Discount,,,
170624450631,,Astons Chemists Ltd,"91, Falsgrave Road, Scarborough, North Yorkshire, YO12 5EG",YO12 5EG,54.277,-0.41397,Y,2010-06-28,,7800,CS,Shops,,,,,,
171860650560,,Astons Chemists Ltd,"15, Ramshill Road, Scarborough, North Yorkshire, YO11 2LN",YO11 2LN,54.27391,-0.40303,Y,2010-06-28,,10000,CS,Shops,,,,,,
118051950545,,Coopland & Son (Scar) Ltd,"52, Newlands Park Drive, Scarborough, North Yorkshire, YO12 6DJ",YO12 6DJ,54.29418,-0.42317,Y,2010-03-01,,16500,CS,Shops,,,Retail Discount,,,
171863200560,,Astons Chemists Ltd,"2b, Royal Avenue, Scarborough, North Yorkshire, YO11 2LT",YO11 2LT,54.27404,-0.4053,N,2010-06-28,,2225,CS2,Betting Shop,SMALL,28/06/2010,,,,
171404650508,,Scarborough Brewery Ltd,"21b, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,2010-07-01,,6900,IF3,Workshop,,,Small Business Relief England,,,
171906500506,,East Coast Fire Services Ltd,"Carmichael Buildings, Units 9 - 10, Belvedere Place, Scarborough, North Yorkshire, YO11 2QX",YO11 2QX,54.2706,-0.39728,Y,2010-05-13,,7300,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
103084100522,,Dixons Discount Warehouse Ltd,"5-9, West Avenue, Filey, North Yorkshire, YO14 9AA",YO14 9AA,54.20923,-0.28886,Y,2006-06-09,,45750,CS,Shops,,,Retail Discount,,,
135079000510,,David Waddington Accountancy Services Ltd,"Suite 9, Green Lane Centre, Green Lane, Whitby, North Yorkshire, YO22 4EH",YO22 4EH,54.48167,-0.60935,Y,2010-07-01,,3050,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
171954300525,,Mccain Foods [Gb] Ltd,"Playing Fields, Osgodby Lane, Scarborough, North Yorkshire, YO11 3QT",YO11 3QT,54.24518,-0.38317,Y,2010-07-04,,9200,LS,Sports Grounds,,,,,,
170283850673,,Rockhopper Coffee Ltd T/As Esquires Coffee House,"Unit 14, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,2010-06-01,,45500,CR1,Cafe,,,Retail Discount,,,
115089550607,,A Class Engineering Ltd,"Unit 7, Farfield Workshops, Wykeham, Scarborough, North Yorkshire, YO13 9QP",YO13 9QP,54.23476,-0.52189,Y,2010-10-01,,3950,IF3,Workshop,,,Small Business Relief England,,,
108013120520,,Otway Joinery Ltd,"Beach View Stores, Filey Road, Cayton, Scarborough, North Yorkshire, YO11 3NP",YO11 3NP,54.24229,-0.36481,Y,2010-06-01,,7100,CS,Shops,,,Small Business Relief England,,,
170120900544,,Yardbridge Ltd,"Gf Store , 35, Durham Street, Scarborough, North Yorkshire, YO12 7PT",YO12 7PT,54.28662,-0.40328,Y,2007-04-01,,1950,CW3,Store,,,,,,
135633100536,,The Arches Whitby Ltd,"Arches Guest House, 8, Havelock Place, Whitby, North Yorkshire, YO21 3ER",YO21 3ER,54.48872,-0.61808,Y,2010-09-28,,8000,CH2,Boarding House,,,Small Business Relief England,,,
104025750594,,G M Stephenson Ltd,"Vehicle Shelter And Storage Land At, Southfield Farm, Main Street, Flixton, Scarborough, North Yorkshire, YO11 3UD",YO11 3UD,54.20057,-0.42062,Y,2010-07-01,,3850,CW3,Store,,,Small Business Relief England,,,
171823400600,,Scarborough Property Group Ltd,"Scarborough Group Ltd At, Europa House, 20, Esplanade, Scarborough, North Yorkshire, YO11 2AQ",YO11 2AQ,54.27506,-0.39893,Y,2005-04-01,,8400,CO,Office (Excluding Central & Local Gov'T),,,,,,
171823400603,,Scarborough Property Group Ltd,"2nd Flr Front (Small) At, Europa House, 20, Esplanade, Scarborough, North Yorkshire, YO11 2AQ",YO11 2AQ,54.27506,-0.39893,Y,2005-04-01,,960,CO,Office (Excluding Central & Local Gov'T),,,,,,
171823400601,,Scarborough Property Group Ltd,"Gnd Flr Front At, Europa House, 20, Esplanade, Scarborough, North Yorkshire, YO11 2AQ",YO11 2AQ,54.27506,-0.39893,Y,2005-04-01,,2050,CO,Office (Excluding Central & Local Gov'T),,,,,,
171823400604,,Scarborough Property Group Ltd,"2nd Flr Front (Large) At, Europa House, 20, Esplanade, Scarborough, North Yorkshire, YO11 2AQ",YO11 2AQ,54.27506,-0.39893,Y,2005-04-01,,1625,CO,Office (Excluding Central & Local Gov'T),,,,,,
171823400606,,Scarborough Property Group Ltd,"3rd Flr Front At, Europa House, 20, Esplanade, Scarborough, North Yorkshire, YO11 2AQ",YO11 2AQ,54.27506,-0.39893,Y,2005-04-01,,1700,CO,Office (Excluding Central & Local Gov'T),,,,,,
171823400602,,Scarborough Property Group Ltd,"Gnd Flr Rear At, Europa House, 20, Esplanade, Scarborough, North Yorkshire, YO11 2AQ",YO11 2AQ,54.27506,-0.39893,Y,2005-04-01,,1875,CO,Office (Excluding Central & Local Gov'T),,,,,,
171823400605,,Scarborough Property Group Ltd,"2nd Flr Rear At, Europa House, 20, Esplanade, Scarborough, North Yorkshire, YO11 2AQ",YO11 2AQ,54.27506,-0.39893,Y,2005-04-01,,1925,CO,Office (Excluding Central & Local Gov'T),,,,,,
171823400607,,Scarborough Property Group Ltd,"3rd Floor Rear T, Europa House, 20, Esplanade, Scarborough, North Yorkshire, YO11 2AQ",YO11 2AQ,54.27506,-0.39893,Y,2005-04-01,,1450,CO,Office (Excluding Central & Local Gov'T),,,,,,
118416300520,,Mobile Broadband Network Limited,"T-Mobile (65578) At, St Marks Church, Coldyhill Lane, Scarborough, North Yorkshire, YO12 6SD",YO12 6SD,54.29467,-0.4301,Y,2010-10-09,,12250,MT1,Transmitting Station,,,,,,
170151550628,,Grosvenor Casinos Ltd 5105,"27, Newborough, Scarborough, North Yorkshire, YO11 1NA",YO11 1NA,54.28274,-0.39871,Y,2010-09-16,,54000,LX,Other Leisure,,,Revaluation 2017 Discretionary Year 3,,,
103037460504,,Icklefrog Consulting Ltd,"4, Hudson Road, Moor Road, Filey, North Yorkshire, YO14 9GR",YO14 9GR,54.17918,-0.2873,Y,2010-10-01,,6200,CH1,Apartment House,,,Small Business Relief England,,,
171860650575,,Ramshill Fisheries South Cliff Ltd,"21, Ramshill Road, Scarborough, North Yorkshire, YO11 2LN",YO11 2LN,54.27391,-0.40303,Y,2010-08-13,,7300,CS,Shops,,,Small Business Relief England,,,
170282000575,,Normans Of Billingham Limited,"30 - 32, Victoria Road, Scarborough, North Yorkshire, YO11 1SD",YO11 1SD,54.28306,-0.40503,Y,2010-10-01,,10000,CS,Shops,,,Retail Discount,,,
109020770641,,Swc Trade Frames Limited,"Unit 1, The Gateway, Dunslow Road, Scarborough, North Yorkshire, YO11 3UT",YO11 3UT,54.23805,-0.41434,Y,2011-01-03,,195000,IF,Factories,,,,,,
170283851100,,The Works Stores Limited,"113 - 114, Westborough, Scarborough, North Yorkshire, YO11 1LP",YO11 1LP,54.2822,-0.40126,Y,2010-11-30,,80000,CS,Shops,,,,,,
103075870520,,Filey Medical Services Ltd,"Filey Bay Pharmacy, Sunrise Drive, Filey, North Yorkshire, YO14 9GA",YO14 9GA,54.17909,-0.28782,Y,2009-05-18,,13500,CS,Shops,,,Retail Discount,,,
102009050620,,Boots The Chemist Ltd,"24a, Bridlington Street, Hunmanby, Filey, North Yorkshire, YO14 0JR",YO14 0JR,54.18014,-0.32157,Y,2010-09-06,,9100,CS,Shops,,,,,,
170283851270,,Walter Pickering Ltd,"Unit 15c, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,2010-12-10,,20750,CS,Shops,,,Retail Discount,,,
170181500507,,Y H Training Services Ltd,"1st Floor, Christchurch House, Vernon Road, Scarborough, North Yorkshire, YO11 2NG",YO11 2NG,54.28137,-0.40157,Y,2010-04-30,,16250,CO,Office (Excluding Central & Local Gov'T),,,Revaluation 2017 Discretionary Year 3,,,
103050500560,,Ladbrokes Betting & Gaming Ltd,"10, Murray Street, Filey, North Yorkshire, YO14 9DG",YO14 9DG,54.20916,-0.28801,Y,2010-11-25,,10250,CS2,Betting Shop,,,,,,
170328050515,,Aston Chemists Limited,"9 - 11, Gladstone Road, Scarborough, North Yorkshire, YO12 7BQ",YO12 7BQ,54.2819,-0.41074,Y,2011-01-04,,6600,CS,Shops,,,,,,
170509850501,,Jewson Ltd,"Jewson, Northway, Scarborough, North Yorkshire, YO12 7AL",YO12 7AL,54.28195,-0.40788,Y,2005-04-01,,65500,IX,Other Industrial,,,,,,
131039210550,,Brandsby Agricultural Trading Association Ltd,"Bata Country Store, Sneaton Lane, Ruswarp, Whitby, North Yorkshire, YO22 5HL",YO22 5HL,54.46864,-0.62816,N,2011-01-14,,31750,CS7,Showroom,,,Empty Property Rate Non-Industrial,,,
170172850600,,Oceansafe Ltd,"37, St Thomas Street, Scarborough, North Yorkshire, YO11 1DY",YO11 1DY,54.28368,-0.39984,Y,2011-01-17,,8800,CS,Shops,,,Small Business Relief England,,,
170624451030,,D J Horsley Falsgrave Ltd,"80, Falsgrave Road, Scarborough, North Yorkshire, YO12 5AZ",YO12 5AZ,54.27659,-0.41426,Y,2011-01-10,,7500,CS,Shops,,,Small Business Relief England,,,
170289900535,,The Victoria Hotel Rhb Limited,"Storm, 9, York Place, Scarborough, North Yorkshire, YO11 2NP",YO11 2NP,54.28031,-0.40295,Y,2010-09-01,,7600,CL,Public House,,,Small Business Relief England,,,
170071500665,,M Nockels Ltd,"Store Between Lift & Toilets Market Vaults Level, Scarborough Market, St Helens Square, Scarborough, North Yorkshire, YO11 1EU",YO11 1EU,54.28351,-0.39702,Y,2011-01-26,,375,CW3,Store,,,,,,
170071500664,,G & D Metcalfe Ltd,"Store Adj Office Market Vaults, Scarborough Market, St Helens Square, Scarborough, North Yorkshire, YO11 1EU",YO11 1EU,54.28351,-0.39702,Y,2011-01-26,,375,CW3,Store,,,,,,
170071500600,,M Nockels Ltd,"Main Trading Hall 1, Scarborough Market, St Helens Square, Scarborough, North Yorkshire, YO11 1EU",YO11 1EU,54.28351,-0.39702,Y,2011-01-26,,7700,CX,Other Commercial,,,Small Business Relief England,,,
171542650529,,Yorkshire Building Control Ltd,"15, Eastfield Link Centre, Link Walk, Scarborough, North Yorkshire, YO11 3LR",YO11 3LR,54.23933,-0.39688,Y,2010-03-01,,1550,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
171404650599,,Webb Precision Engineering Ltd,"Webb Precision Engineering , Unit 2a, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,2011-04-01,,17750,IF3,Workshop,,,,,,
171885800530,,Parmelia Ltd,"Parmelia Hotel, 17, West Street, Scarborough, North Yorkshire, YO11 2QN",YO11 2QN,54.27264,-0.40014,Y,2011-02-15,,9300,CH2,Boarding House,,,Small Business Relief England,,,
120087620507,,Fabra Weld Ltd,"Unit 1d, Willymath Close, Burniston, Scarborough, North Yorkshire, YO13 0HG",YO13 0HG,54.31966,-0.43983,Y,2011-01-01,,7500,IF3,Workshop,,,Small Business Relief England,,,
170624450930,,Arwenix Limited,"46, Falsgrave Road, Scarborough, North Yorkshire, YO12 5AX",YO12 5AX,54.27687,-0.41296,Y,2011-03-07,,9900,CS,Shops,,,Small Business Relief England,,,
102009000657,,Rb Contractors Ltd,"Unit 1b, Hunmanby Industrial Estate, Hunmanby, Filey, North Yorkshire, YO14 0PH",YO14 0PH,54.17461,-0.30983,Y,2011-04-01,,8100,CW,Warehouses,,,Small Business Relief England,,,
170283851020,,Caversham Trading Limited,"95 - 96, Westborough, Scarborough, North Yorkshire, YO11 1LD",YO11 1LD,54.28155,-0.40275,Y,2011-01-31,,104000,CS,Shops,,,,,,
103078650550,,Essential Vivendi Ltd,"Leisure Complex, Moor Road, Hunmanby Gap, Filey, North Yorkshire, YO14 9QL",YO14 9QL,54.17666,-0.28736,Y,2011-04-02,,38500,LX,Other Leisure,,,,,,
170624450805,,Peace Of Mind Financial Solutions Ltd,"8, Falsgrave Road, Scarborough, North Yorkshire, YO12 5AT",YO12 5AT,54.27757,-0.41092,Y,2011-04-08,,7400,CS,Shops,,,Small Business Relief England,,,
135079050623,,The Conversion Company Ltd,"Unit G1b, St Hildas Business Centre, The Ropery, Whitby, North Yorkshire, YO22 4EU",YO22 4EU,54.48265,-0.6078,Y,2011-04-01,,3450,IF3,Workshop,,,Small Business Relief England,,,
170324400601,,Educational Travel Ltd,"12, Falsgrave Road, Scarborough, North Yorkshire, YO12 5AT",YO12 5AT,54.27757,-0.41092,Y,2011-03-30,,13250,CS,Shops,,,Small Business Relief England,,,
171467650580,,Dunelm (Softfurnishings) Ltd,"Unit 5, Seamer Road, Scarborough, North Yorkshire, YO12 4DH",YO12 4DH,54.26065,-0.4157,Y,2011-02-10,,195000,CS10,Retail Warehouse And Premises,,,,,,
135140950595,,The Magpie Cafe Ltd,"Unit 3f, Industrial Estate, Larpool Lane, Whitby, North Yorkshire, YO22 4LX",YO22 4LX,54.47798,-0.611,Y,2010-08-01,,4150,CW,Warehouses,,,,,,
135015150675,,The Cut-Price Bookstore Ltd,"88, Church Street, Whitby, North Yorkshire, YO22 4BH",YO22 4BH,54.48766,-0.61178,Y,2011-03-25,,28250,CS,Shops,,,Revaluation 2017 Discretionary Year 3,,,
